1560.3092  CI_1560      8.0410e-02  1.3210e+08  12.0107    1
1560.6822  CI*_1560.6   6.0300e-02  1.3210e+08  12.0107    1 
1560.7090  CI*_1560.7   2.0100e-02  1.3210e+08  12.0107    1
1561.3402  CI**_1561.3  1.2050e-02  1.3210e+08  12.0107    1
1561.4384  CI**_1561.4  6.7500e-02  1.3190e+08  12.0107    1
1562.0020  SiI_1562     3.7580e-01  0.0000e+00  28.0855    1
1572.6480  CoII_1572    1.2000e-02  0.0000e+00  58.9332  1,11
1574.5450  CoII_1574    2.5000e-02  0.0000e+00  58.9332  1,11
1602.4863  GeII_1602    1.3450e-01  9.9060e+08  72.6100    1
1608.4511  FeII_1608    5.8000e-02  2.7400e+08  55.8450  1,13,2
1611.2005  FeII_1611    1.3800e-03  2.8600e+08  55.8450  1,14,2
1625.7051  SiI_1625     8.5100e-02  0.0000e+00  28.0855  1,9
1631.1705  SiI_1631     2.0510e-01  0.0000e+00  28.0855    1
1649.8579  CaII_1649    1.3580e-03  0.0000e+00  40.0780  1,10
1651.9909  CaII_1651    9.1010e-04  0.0000e+00  40.0780  1,10
1656.2672  CI*_1656     5.8570e-02  3.4150e+08  12.0107    1
1656.9283  CI_1656      1.4050e-01  3.4100e+08  12.0107    1
1657.0082  CI**_1657    1.0540e-01  3.4150e+08  12.0107    1
1657.3792  CI*_1657.3   3.5120e-02  3.4100e+08  12.0107    1
1657.9068  CI*_1657.9   4.6810e-02  3.4080e+08  12.0107    1  
1658.1212  CI**_1658    3.5110e-02  3.4100e+08  12.0107    1
1670.7874  AlII_1670    1.8330e+00  1.4600e+09  26.9815    1	
1674.5953  PI_1674      1.6460e-02  0.0000e+00  30.9738    1
1679.6969  PI_1679      2.4610e-02  0.0000e+00  30.9738    1
1693.2935  SiI_1693     1.5600e-01  0.0000e+00  28.0855  1,9
1703.4050  NiII_1703    6.0000e-03  5.0000e+08  58.6934  1,4,2
1709.6000  NiII_1709    3.2400e-02  4.3500e+08  58.6934  1,4,2
1741.5490  NiII_1741    4.2700e-02  5.0000e+08  58.6934  1,4,2
1751.9100  NiII_1751    2.7700e-02  3.7000e+08  58.6934  1,4,2
1773.9490  NiII_1773    6.2210e-03  0.0000e+00  58.6934    1
1774.9487  PI_1774      1.5430e-01  2.1770e+08  30.9738    1
1782.8291  PI_1782      1.0240e-01  2.1490e+08  30.9738    1
1787.6481  PI_1787      5.1050e-02  2.1310e+08  30.9738    1
1804.4730  NiII_1804    7.1590e-03  0.0000e+00  58.6934    1
1808.0126  SiII_1808    2.0800e-03  2.3800e+06  28.0855  1,28,2
1827.9351  MgI_1827     2.4500e-02  0.0000e+00  24.3050    1
1845.5202  SiI_1845     2.7100e-01  0.0000e+00  28.0855  1,9
1851.6880  FeI_1851     2.2220e-02  0.0000e+00  55.8450    1
1854.7164  AlIII_1854   5.6020e-01  5.4320e+08  26.9815    1 
1861.0335  FeI_1861     3.1530e-03  0.0000e+00  55.8450    1 
1862.7895  AlIII_1862   2.7890e-01  5.3610e+08  26.9815    1 
